WARAinScope,ResourceType,FriendlyName,InAprlAndOrAdvisor
no,Microsoft.Sql/servers/jobAgents,null,No
no,Microsoft.Sql/locations/jobAgentOperationResults,null,No
no,Microsoft.Sql/locations/jobAgentAzureAsyncOperation,null,No
no,Microsoft.Sql/servers/jobAgents/privateEndpoints,null,No
no,Microsoft.Sql/locations/jobAgentPrivateEndpointOperationResults,null,No
no,Microsoft.Sql/locations/jobAgentPrivateEndpointAzureAsyncOperation,null,No
no,Microsoft.Sql/servers/jobAgents/jobs,null,No
no,Microsoft.Sql/servers/jobAgents/jobs/steps,null,No
no,Microsoft.Sql/servers/jobAgents/jobs/executions,null,No
no,Microsoft.Sql/servers/disasterRecoveryConfiguration,null,No
no,Microsoft.Sql/servers/dnsAliases,null,No
no,Microsoft.Sql/locations/dnsAliasAsyncOperation,null,No
no,Microsoft.Sql/locations/dnsAliasOperationResults,null,No
no,Microsoft.Sql/servers/failoverGroups,null,No
no,Microsoft.Sql/locations/failoverGroupAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/failoverGroupOperationResults,null,No
no,Microsoft.Sql/locations/firewallRulesOperationResults,null,No
no,Microsoft.Sql/locations/firewallRulesAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/ipv6FirewallRulesOperationResults,null,No
no,Microsoft.Sql/locations/ipv6FirewallRulesAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/deleteVirtualNetworkOrSubnets,null,No
no,Microsoft.Sql/servers/virtualNetworkRules,null,No
no,Microsoft.Sql/locations/virtualNetworkRulesOperationResults,null,No
no,Microsoft.Sql/locations/virtualNetworkRulesAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/deleteVirtualNetworkOrSubnetsOperationResults,null,No
no,Microsoft.Sql/locations/deleteVirtualNetworkOrSubnetsAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/databaseRestoreAzureAsyncOperation,null,No
no,Microsoft.Sql/servers/usages,null,No
no,Microsoft.Sql/servers/databases/metricDefinitions,null,No
no,Microsoft.Sql/servers/databases/metrics,null,No
no,Microsoft.Sql/servers/aggregatedDatabaseMetrics,null,No
no,Microsoft.Sql/servers/elasticpools/metrics,null,No
no,Microsoft.Sql/servers/elasticpools/metricdefinitions,null,No
no,Microsoft.Sql/servers/databases/topQueries,null,No
no,Microsoft.Sql/servers/databases/topQueries/queryText,null,No
no,Microsoft.Sql/servers/advisors,null,No
no,Microsoft.Sql/servers/elasticPools/advisors,null,No
no,Microsoft.Sql/servers/databases/advisors,null,No
no,Microsoft.Sql/servers/databases/extensions,null,No
no,Microsoft.Sql/servers/elasticPoolEstimates,null,No
no,Microsoft.Sql/servers/databases/auditRecords,null,No
no,Microsoft.Sql/servers/databases/VulnerabilityAssessmentScans,null,No
no,Microsoft.Sql/servers/databases/workloadGroups,null,No
no,Microsoft.Sql/servers/databases/vulnerabilityAssessments,null,No
no,Microsoft.Sql/servers/vulnerabilityAssessments,null,No
no,Microsoft.Sql/managedInstances/databases/vulnerabilityAssessments,null,No
no,Microsoft.Sql/managedInstances/vulnerabilityAssessments,null,No
no,Microsoft.Sql/servers/databases/VulnerabilityAssessmentSettings,null,No
no,Microsoft.Sql/servers/databases/VulnerabilityAssessment,null,No
no,Microsoft.Sql/locations/vulnerabilityAssessmentScanAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/vulnerabilityAssessmentScanOperationResults,null,No
no,Microsoft.Sql/servers/databases/sqlvulnerabilityassessments,null,No
no,Microsoft.Sql/servers/sqlvulnerabilityassessments,null,No
no,Microsoft.Sql/locations/sqlVulnerabilityAssessmentAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/sqlVulnerabilityAssessmentOperationResults,null,No
no,Microsoft.Sql/servers/databases/recommendedSensitivityLabels,null,No
no,Microsoft.Sql/servers/databases/syncGroups,null,No
no,Microsoft.Sql/servers/databases/syncGroups/syncMembers,null,No
no,Microsoft.Sql/servers/syncAgents,null,No
yes,Microsoft.Sql/instancePools,SQL Instance Pools,No
no,Microsoft.Sql/locations/importExportOperationResults,null,No
no,Microsoft.Sql/locations/importExportAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/instancePoolOperationResults,null,No
no,Microsoft.Sql/locations/instancePoolAzureAsyncOperation,null,No
yes,Microsoft.Sql/managedInstances,SQL managed instance,Yes
no,Microsoft.Sql/managedInstances/administrators,null,No
no,Microsoft.Sql/managedInstances/databases,null,No
no,Microsoft.Sql/managedInstances/recoverableDatabases,null,No
no,Microsoft.Sql/managedInstances/metrics,null,No
no,Microsoft.Sql/managedInstances/metricDefinitions,null,No
no,Microsoft.Sql/managedInstances/databases/backupLongTermRetentionPolicies,null,No
no,Microsoft.Sql/managedInstances/sqlAgent,null,No
no,Microsoft.Sql/managedInstances/startStopSchedules,null,No
no,Microsoft.Sql/locations/managedInstancePrivateEndpointConnectionProxyOperationResults,null,No
no,Microsoft.Sql/locations/managedInstancePrivateEndpointConnectionProxyAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/managedInstancePrivateEndpointConnectionOperationResults,null,No
no,Microsoft.Sql/locations/managedInstancePrivateEndpointConnectionAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/longTermRetentionManagedInstances,null,No
no,Microsoft.Sql/locations/longTermRetentionManagedInstanceBackups,null,No
no,Microsoft.Sql/locations/managedInstanceLongTermRetentionPolicyOperationResults,null,No
no,Microsoft.Sql/locations/managedInstanceLongTermRetentionPolicyAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/longTermRetentionManagedInstanceBackupOperationResults,null,No
no,Microsoft.Sql/locations/longTermRetentionManagedInstanceBackupAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/managedDatabaseAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/managedDatabaseOperationResults,null,No
no,Microsoft.Sql/locations/managedDatabaseRestoreAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/managedDatabaseRestoreOperationResults,null,No
no,Microsoft.Sql/locations/managedDatabaseCompleteRestoreAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/managedDatabaseCompleteRestoreOperationResults,null,No
no,Microsoft.Sql/locations/managedServerSecurityAlertPoliciesAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/stopManagedInstanceAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/stopManagedInstanceOperationResults,null,No
no,Microsoft.Sql/locations/startManagedInstanceAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/startManagedInstanceOperationResults,null,No
no,Microsoft.Sql/managedInstances/tdeCertificates,null,No
no,Microsoft.Sql/locations/managedInstanceTdeCertAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/managedInstanceTdeCertOperationResults,null,No
no,Microsoft.Sql/locations/managedServerSecurityAlertPoliciesOperationResults,null,No
no,Microsoft.Sql/locations/securityAlertPoliciesAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/securityAlertPoliciesOperationResults,null,No
no,Microsoft.Sql/locations/advancedThreatProtectionAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/advancedThreatProtectionOperationResults,null,No
no,Microsoft.Sql/locations/managedInstanceAdvancedThreatProtectionAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/managedInstanceAdvancedThreatProtectionOperationResults,null,No
no,Microsoft.Sql/managedInstances/dnsAliases,null,No
no,Microsoft.Sql/locations/managedDnsAliasAsyncOperation,null,No
no,Microsoft.Sql/locations/managedDnsAliasOperationResults,null,No
yes,Microsoft.Sql/virtualClusters,SQL Virtual Clusters,No
no,Microsoft.Sql/locations/virtualClusterAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/virtualClusterOperationResults,null,No
no,Microsoft.Sql/locations/updateManagedInstanceDnsServersAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/updateManagedInstanceDnsServersOperationResults,null,No
no,Microsoft.Sql/locations/managedInstanceAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/managedInstanceOperationResults,null,No
no,Microsoft.Sql/locations/distributedAvailabilityGroupsOperationResults,null,No
no,Microsoft.Sql/locations/distributedAvailabilityGroupsAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/serverTrustCertificatesOperationResults,null,No
no,Microsoft.Sql/locations/serverTrustCertificatesAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/administratorAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/administratorOperationResults,null,No
no,Microsoft.Sql/locations/syncGroupOperationResults,null,No
no,Microsoft.Sql/locations/syncGroupAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/syncMemberOperationResults,null,No
no,Microsoft.Sql/locations/syncAgentOperationResults,null,No
no,Microsoft.Sql/locations/syncDatabaseIds,null,No
no,Microsoft.Sql/locations/longTermRetentionServers,null,No
no,Microsoft.Sql/locations/longTermRetentionBackups,null,No
no,Microsoft.Sql/locations/longTermRetentionPolicyOperationResults,null,No
no,Microsoft.Sql/locations/longTermRetentionPolicyAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/longTermRetentionBackupOperationResults,null,No
no,Microsoft.Sql/locations/longTermRetentionBackupAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/changeLongTermRetentionBackupAccessTierOperationResults,null,No
no,Microsoft.Sql/locations/changeLongTermRetentionBackupAccessTierAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/shortTermRetentionPolicyOperationResults,null,No
no,Microsoft.Sql/locations/shortTermRetentionPolicyAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/managedShortTermRetentionPolicyOperationResults,null,No
no,Microsoft.Sql/locations/managedShortTermRetentionPolicyAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/instanceFailoverGroups,null,No
no,Microsoft.Sql/locations/instanceFailoverGroupAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/instanceFailoverGroupOperationResults,null,No
no,Microsoft.Sql/locations/privateEndpointConnectionProxyOperationResults,null,No
no,Microsoft.Sql/locations/privateEndpointConnectionProxyAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/privateEndpointConnectionOperationResults,null,No
no,Microsoft.Sql/locations/outboundFirewallRulesAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/outboundFirewallRulesOperationResults,null,No
no,Microsoft.Sql/locations/privateEndpointConnectionAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/notifyAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/serverTrustGroups,null,No
no,Microsoft.Sql/locations/serverTrustGroupOperationResults,null,No
no,Microsoft.Sql/locations/serverTrustGroupAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/managedDatabaseMoveOperationResults,null,No
no,Microsoft.Sql/servers/connectionPolicies,null,No
no,Microsoft.Sql/locations/connectionPoliciesAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/connectionPoliciesOperationResults,null,No
no,Microsoft.Sql/locations/notifyNetworkSecurityPerimeterUpdatesAvailable,null,No
no,Microsoft.Sql/locations/replicationLinksAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/replicationLinksOperationResults,null,No
no,Microsoft.Sql/locations/managedInstanceDtcAzureAsyncOperation,null,No
no,Microsoft.Sql/managedInstances/databases/ledgerDigestUploads,null,No
no,Microsoft.Sql/locations/managedLedgerDigestUploadsOperationResults,null,No
no,Microsoft.Sql/locations/managedLedgerDigestUploadsAzureAsyncOperation,null,No
no,Microsoft.Sql/locations/serverConfigurationOptionAzureAsyncOperation,null,No
no,Microsoft.Sql/servers/failoverGroups/tryPlannedBeforeForcedFailover,null,No
no,Microsoft.Maintenance/maintenanceConfigurations,Maintenance Configurations,No
no,Microsoft.Maintenance/updates,Maintenance Updates,No
no,Microsoft.Maintenance/configurationAssignments,Maintenance Configuration Assignments,No
no,Microsoft.Maintenance/applyUpdates,Maintenance Apply Updates,No
no,Microsoft.Maintenance/publicMaintenanceConfigurations,Maintenance Oublic Maintenance Configurations,No
no,Microsoft.Maintenance/operations,null,No
yes,Microsoft.DataFactory/factories,Data Factory,No
no,Microsoft.DataFactory/factories/integrationRuntimes,null,No
no,Microsoft.DataFactory/factories/privateEndpointConnectionProxies,null,No
no,Microsoft.DataFactory/CheckNameAvailability,null,No
no,Microsoft.DataFactory/operations,null,No
no,Microsoft.DataFactory/locations,null,No
no,Microsoft.DataFactory/locations/configureFactoryRepo,null,No
no,Microsoft.DataFactory/locations/getFeatureValue,null,No
no,Microsoft.Security/operations,null,No
no,Microsoft.Security/securityStatuses,null,No
no,Microsoft.Security/tasks,null,No
no,Microsoft.Security/secureScores,null,No
no,Microsoft.Security/secureScores/secureScoreControls,null,No
no,Microsoft.Security/secureScoreControls,null,No
no,Microsoft.Security/secureScoreControlDefinitions,null,No
no,Microsoft.Security/connectors,null,No
no,Microsoft.Security/regulatoryComplianceStandards,null,No
no,Microsoft.Security/regulatoryComplianceStandards/regulatoryComplianceControls,null,No
no,Microsoft.Security/regulatoryComplianceStandards/regulatoryComplianceControls/regulatoryComplianceAssessments,null,No
no,Microsoft.Security/alerts,null,No
no,Microsoft.Security/alertsSuppressionRules,null,No
no,Microsoft.Security/autoDismissAlertsRules,null,No
no,Microsoft.Security/dataCollectionAgents,null,No
no,Microsoft.Security/pricings,null,No
no,Microsoft.Security/pricings/securityOperators,null,No
no,Microsoft.Security/AutoProvisioningSettings,null,No
no,Microsoft.Security/MdeOnboardings,null,No
no,Microsoft.Security/vmScanners,null,No
no,Microsoft.Security/Compliances,null,No
no,Microsoft.Security/securityContacts,null,No
no,Microsoft.Security/workspaceSettings,null,No
no,Microsoft.Security/complianceResults,null,No
no,Microsoft.Security/policies,null,No
no,Microsoft.Security/assessments,null,No
no,Microsoft.Security/governanceRules,null,No
no,Microsoft.Security/assessments/governanceAssignments,null,No
no,Microsoft.Security/assessmentMetadata,null,No
no,Microsoft.Security/subAssessments,null,No
no,Microsoft.Security/securitySolutions,null,No
no,Microsoft.Security/locations/securitySolutions,null,No
no,Microsoft.Security/discoveredSecuritySolutions,null,No
no,Microsoft.Security/locations/discoveredSecuritySolutions,null,No
no,Microsoft.Security/allowedConnections,null,No
no,Microsoft.Security/locations/allowedConnections,null,No
no,Microsoft.Security/topologies,null,No
no,Microsoft.Security/locations/topologies,null,No
no,Microsoft.Security/securitySolutionsReferenceData,null,No
no,Microsoft.Security/locations/securitySolutionsReferenceData,null,No
no,Microsoft.Security/jitPolicies,null,No
no,Microsoft.Security/jitNetworkAccessPolicies,null,No
no,Microsoft.Security/locations/jitNetworkAccessPolicies,null,No
no,Microsoft.Security/locations,null,No
no,Microsoft.Security/securityStatusesSummaries,null,No
no,Microsoft.Security/applicationWhitelistings,null,No
no,Microsoft.Security/locations/applicationWhitelistings,null,No
no,Microsoft.Security/locations/alerts,null,No
no,Microsoft.Security/locations/tasks,null,No
no,Microsoft.Security/externalSecuritySolutions,null,No
no,Microsoft.Security/locations/externalSecuritySolutions,null,No
no,Microsoft.Security/InformationProtectionPolicies,null,No
no,Microsoft.Security/advancedThreatProtectionSettings,null,No
no,Microsoft.Security/sqlVulnerabilityAssessments,null,No
no,Microsoft.Security/deviceSecurityGroups,null,No
no,Microsoft.Security/iotSecuritySolutions,null,No
no,Microsoft.Security/iotSecuritySolutions/analyticsModels,null,No
no,Microsoft.Security/iotSecuritySolutions/iotAlertTypes,null,No
no,Microsoft.Security/iotSecuritySolutions/iotAlerts,null,No
no,Microsoft.Security/iotSecuritySolutions/iotRecommendationTypes,null,No
no,Microsoft.Security/iotSecuritySolutions/iotRecommendations,null,No
no,Microsoft.Security/iotSecuritySolutions/analyticsModels/aggregatedAlerts,null,No
no,Microsoft.Security/iotSecuritySolutions/analyticsModels/aggregatedRecommendations,null,No
no,Microsoft.Security/settings,null,No
no,Microsoft.Security/serverVulnerabilityAssessments,null,No
no,Microsoft.Security/serverVulnerabilityAssessmentsSettings,null,No
no,Microsoft.Security/adaptiveNetworkHardenings,null,No
no,Microsoft.Security/automations,null,No
no,Microsoft.Security/defenderForStorageSettings,null,No
no,Microsoft.Security/dataScanners,null,No
no,Microsoft.Security/securityConnectors,null,No
no,Microsoft.Security/securityConnectors/devops,null,No
no,Microsoft.Security/customRecommendations,null,No
no,Microsoft.Security/customAssessmentAutomations,null,No
no,Microsoft.Security/securityStandards,null,No
no,Microsoft.Security/standards,null,No
no,Microsoft.Security/standardAssignments,null,No
no,Microsoft.Security/assignments,null,No
